,ROBO_ID,OCCURRENCE,CODE,CONTENT,CLASS
9975,211,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
9977,212,2.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
9987,214,2.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
10051,214,23.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
10065,215,15.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
10231,232,10.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
10241,236,9.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
10255,236,7.11.2021,E0027,Encoder data change after stop [JT7Axis],0.0
11166,262,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
11364,267,11.07.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12387,295,8.07.2022,E0027,Encoder data change after stop [JT1Axis],0.0
12399,295,13.07.2022,E0027,Encoder data change after stop [JT1Axis],0.0
12590,301,6.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12624,302,5.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12627,302,13.09.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12628,302,8.11.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12630,302,15.11.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12631,302,20.12.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12633,302,1.02.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12636,302,28.02.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12639,302,14.03.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12642,302,1.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12645,302,12.06.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12651,302,20.06.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12654,302,4.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12658,302,10.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12661,302,21.10.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12664,302,26.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12671,302,10.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12676,302,1.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12677,302,21.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12683,302,19.06.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12684,302,11.07.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12780,306,31.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12783,307,26.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12792,307,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12794,307,6.02.2022,E0027,Encoder data change after stop [JT1Axis],0.0
12796,307,6.02.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12806,307,20.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12817,308,20.06.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12830,308,1.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12834,308,31.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12848,309,5.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
12860,310,20.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12866,311,26.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12889,311,3.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12892,311,16.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12901,311,23.07.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12902,312,31.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
12923,312,20.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
12996,313,17.09.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13018,314,26.08.2021,E0027,Encoder data change after stop [JT1Axis],0.0
13111,315,9.05.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13423,322,15.10.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13430,322,20.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
13455,322,19.05.2022,E0027,Encoder data change after stop [JT7Axis],0.0
13462,323,5.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
13470,323,8.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
13546,328,11.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
13557,328,18.09.2021,E0027,Encoder data change after stop [JT7Axis],0.0
13788,334,6.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14070,342,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14078,346,14.11.2021,E0027,Encoder data change after stop [JT7Axis],0.0
14079,346,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14081,347,4.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14082,347,15.07.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14084,347,27.12.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14085,347,25.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14116,350,4.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14129,351,7.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14133,352,7.03.2022,E0027,Encoder data change after stop [JT7Axis],0.0
14162,355,5.08.2020,E0027,Encoder data change after stop [JT7Axis],0.0
14343,364,23.04.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2077,37,20.05.2021,E0025,Encoder Bit jump [J21Axis],0.0
2079,37,20.05.2021,E0025,????? [J21?],0.0
2154,39,5.08.2021,E0025,Encoder Bit jump [JT7Axis],0.0
4421,113,29.07.2022,E0025,Encoder Bit jump [JT8Axis],0.0
13058,314,11.07.2022,E0025,Encoder Bit jump [JT6Axis],0.0
2082,37,8.08.2021,E0052,Encoder battery charge low [J22Axis],0.0
2084,37,8.08.2021,E0052,?????  ??????? [J22?],0.0
2129,37,9.08.2021,E0052,Encoder battery charge low [J22Axis],0.0
2130,37,9.08.2021,E0052,?????  ??????? [J22?],0.0
2166,39,12.08.2021,E0052,Encoder battery charge low [JT7Axis],0.0
2508,46,6.03.2022,E0052,Encoder battery charge low [JT6Axis],0.0
2532,46,6.03.2022,E0052,?????  ??????? [JT6?],0.0
4374,113,30.10.2021,E0052,Encoder battery charge low [JT7Axis],0.0
6302,147,17.11.2021,E0052,Encoder battery charge low [JT2Axis],0.0
10023,214,20.02.2022,E0052,Encoder battery charge low [JT3Axis],0.0
11377,270,16.03.2021,E0052,Encoder battery charge low [JT3Axis],0.0
11553,277,3.04.2022,E0052,Encoder battery charge low [JT3Axis],0.0
12843,308,31.05.2022,E0052,Encoder battery charge low [JT2Axis],0.0
12888,311,27.02.2022,E0052,Encoder battery charge low [JT3Axis],0.0
12930,312,15.05.2022,E0052,Encoder battery charge low [JT6Axis],0.0
13159,315,10.03.2022,E0052,Encoder battery charge low [JT7Axis],0.0
13356,320,19.05.2022,E0052,Encoder battery charge low [JT6Axis],0.0
13357,320,20.05.2022,E0052,Encoder battery charge low [JT6Axis],0.0
13485,325,12.03.2022,E0052,Encoder battery charge low [JT7Axis],0.0
13617,329,5.03.2022,E0052,Encoder battery charge low [JT7Axis],0.0
13837,336,17.01.2022,E0052,Encoder battery charge low [JT7Axis],0.0
14136,353,14.05.2021,E0052,Encoder battery charge low [JT5Axis],0.0
14149,353,14.05.2021,E0052,Encoder battery charge low [JT2Axis],0.0
14314,359,1.02.2021,E0052,Encoder battery charge low [JT5Axis],0.0
2507,46,6.03.2022,E1100,Robot monitoring unit Encoder failure.,0.0
2531,46,6.03.2022,E1100,?????????? ???????,0.0
3740,94,28.10.2021,E1100,Robot monitoring unit Encoder failure.,0.0
3747,94,1.11.2021,E1100,Robot monitoring unit Encoder failure.,0.0
6301,147,17.11.2021,E1100,Robot monitoring unit Encoder failure.,0.0
10022,214,20.02.2022,E1100,Robot monitoring unit Encoder failure.,0.0
11376,270,16.03.2021,E1100,Robot monitoring unit Encoder failure.,0.0
11554,277,3.04.2022,E1100,Robot monitoring unit Encoder failure.,0.0
12406,297,16.12.2021,E1100,Robot monitoring unit Encoder failure.,0.0
12842,308,31.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
12887,311,27.02.2022,E1100,Robot monitoring unit Encoder failure.,0.0
12929,312,15.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
13341,320,26.02.2021,E1100,Robot monitoring unit Encoder failure.,0.0
13355,320,19.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
13358,320,20.05.2022,E1100,Robot monitoring unit Encoder failure.,0.0
13549,328,8.11.2020,E1100,Robot monitoring unit Encoder failure.,0.0
13650,330,8.11.2020,E1100,Robot monitoring unit Encoder failure.,0.0
13750,331,10.03.2022,E1100,Robot monitoring unit Encoder failure.,0.0
14135,353,14.05.2021,E1100,Robot monitoring unit Encoder failure.,0.0
14295,359,31.01.2021,E1100,Robot monitoring unit Encoder failure.,0.0
14298,359,1.02.2021,E1100,Robot monitoring unit Encoder failure.,0.0
12487,297,30.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13138,315,28.02.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13142,315,2.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13478,325,12.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13573,329,2.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13588,329,3.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13604,329,4.03.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
14334,363,5.05.2022,E0030,Encoder absolute data failure [JT7Axis],0.0
13474,325,12.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13579,329,2.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13589,329,3.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13607,329,4.03.2022,E0036,Encoder Initialize error [JT7Axis],0.0
13854,337,9.08.2021,E0036,Encoder Initialize error [JT8Axis],0.0
14296,359,31.01.2021,E0029,Encoder absolute data error [JT5Axis],0.0
14299,359,1.02.2021,E0029,Encoder absolute data error [JT5Axis],0.0
678,10,20.06.2021,E1038,Encoder ABS-track error.( jt  7),0.0
690,10,21.06.2021,E1038,Encoder ABS-track error.( jt  7),0.0
782,10,22.06.2021,E1038,Encoder ABS-track error.( jt  7),0.0
6008,137,11.04.2022,E1038,Encoder ABS-track error.( jt  7),0.0
8718,185,16.12.2021,E1038,Encoder ABS-track error.( jt  6),0.0
8762,185,12.04.2022,E1038,Encoder ABS-track error.( jt  6),0.0
10756,257,30.11.2021,E1038,Encoder ABS-track error.( jt  6),0.0
10802,257,16.02.2022,E1038,Encoder ABS-track error.( jt  6),0.0
10818,257,3.03.2022,E1038,Encoder ABS-track error.( jt  6),0.0
10831,257,28.03.2022,E1038,Encoder ABS-track error.( jt  6),0.0
10843,257,26.04.2022,E1038,Encoder ABS-track error.( jt  6),0.0
10856,257,18.07.2022,E1038,Encoder ABS-track error.( jt  6),0.0
700,10,21.06.2021,E1030,Encoder data is abnormal.( jt  7),0.0
786,10,22.06.2021,E1030,Encoder data is abnormal.( jt  7),0.0
3336,66,10.08.2020,E1030,Encoder data is abnormal.( jt  1 2 3 4 5 6),0.0
4598,125,6.02.2021,E1030,Encoder data is abnormal.( jt  2 5 6),0.0
7296,164,2.04.2022,E1030,Encoder data is abnormal.( jt  7),0.0
7767,176,17.11.2021,E1030,Encoder data is abnormal.( jt  1 2 3 4 5 6 7),0.0
11733,289,10.01.2021,E1030,Encoder data is abnormal.( jt  1 2 3 4 5 6 7),0.0
11941,293,6.02.2021,E1030,Encoder data is abnormal.( jt  6),0.0
701,10,21.06.2021,E1034,Encoder initialize error ( jt  7).,0.0
787,10,22.06.2021,E1034,Encoder initialize error ( jt  7).,0.0
749,10,21.06.2021,E1035,Encoder response error( Jt  1).,0.0
756,10,21.06.2021,E1035,Encoder response error( Jt  2).,0.0
758,10,21.06.2021,E1035,Encoder response error( Jt  2 4).,0.0
759,10,21.06.2021,E1035,Encoder response error( Jt  2 4 5).,0.0
760,10,21.06.2021,E1035,Encoder response error( Jt  1 2 4 5 6).,0.0
761,10,21.06.2021,E1035,Encoder response error( Jt  1 2 3 4 5 6).,0.0
6525,155,17.04.2022,E1035,Encoder response error( Jt  7).,0.0
9234,188,20.07.2022,E1035,? 5?????????????????,0.0
11814,289,20.06.2021,E1035,Encoder response error( Jt  7).,0.0
750,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT1.(code 1DC19900 00000402),0.0
751,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT2.(code 1DC29C00 00000702),0.0
752,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT3.(code 1DC39C00 00000702),0.0
753,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT4.(code 1DC49C00 00000402),0.0
754,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT5.(code 1DC59C00 00001702),0.0
755,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT6.(code 1DC69C00 00000402),0.0
762,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT1.(code 1DC10F00 00000402),0.0
763,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT2.(code 1DC20F00 00000502),0.0
764,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT3.(code 1DC30F00 00000502),0.0
765,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT4.(code 1DC40F00 00003502),0.0
766,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT5.(code 1DC50F00 00003702),0.0
767,10,21.06.2021,E9437,[Cubic-S(1)] Encoder communication error in JT6.(code 1DC60F00 00001702),0.0
757,10,21.06.2021,E1036,Encoder communication error.( jt  2) ,0.0
9236,188,20.07.2022,E1036,? 5???????????????,0.0
910,17,13.07.2021,E0051,Encoder data transmission failure [JT7Axis],0.0
3526,67,15.02.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
3527,67,22.02.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
3528,67,24.02.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
3529,67,1.03.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
3735,94,28.10.2021,E0051,Encoder data transmission failure [JT5Axis],0.0
3748,94,1.11.2021,E0051,Encoder data transmission failure [JT5Axis],0.0
3762,94,1.11.2021,E0051,Encoder data transmission failure [JT6Axis],0.0
3763,94,1.11.2021,E0051,Encoder data transmission failure [JT3Axis],0.0
3774,94,7.11.2021,E0051,Encoder data transmission failure [JT5Axis],0.0
4491,117,10.01.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
4510,119,13.12.2021,E0051,Encoder data transmission failure [JT7Axis],0.0
4511,119,17.12.2021,E0051,Encoder data transmission failure [JT7Axis],0.0
4512,119,24.02.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
4514,119,19.03.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
4515,119,29.03.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
4516,119,5.04.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
4517,119,11.04.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
4518,119,10.05.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
4519,119,22.07.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
11547,277,3.04.2022,E0051,Encoder data transmission failure [JT3Axis],0.0
12400,297,16.12.2021,E0051,Encoder data transmission failure [JT7Axis],0.0
12401,297,16.12.2021,E0051,Encoder data transmission failure [JT5Axis],0.0
12402,297,16.12.2021,E0051,Encoder data transmission failure [JT4Axis],0.0
12403,297,16.12.2021,E0051,Encoder data transmission failure [JT3Axis],0.0
12404,297,16.12.2021,E0051,Encoder data transmission failure [JT2Axis],0.0
12405,297,16.12.2021,E0051,Encoder data transmission failure [JT1Axis],0.0
12434,297,16.12.2021,E0051,Encoder data transmission failure [JT6Axis],0.0
12622,301,24.05.2022,E0051,Encoder data transmission failure [JT1Axis],0.0
12885,311,27.02.2022,E0051,Encoder data transmission failure [JT3Axis],0.0
13342,320,26.02.2021,E0051,Encoder data transmission failure [JT6Axis],0.0
13615,329,5.03.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
13630,330,23.07.2020,E0051,Encoder data transmission failure [JT6Axis],0.0
13631,330,23.07.2020,E0051,Encoder data transmission failure [JT5Axis],0.0
13632,330,23.07.2020,E0051,Encoder data transmission failure [JT4Axis],0.0
13633,330,23.07.2020,E0051,Encoder data transmission failure [JT3Axis],0.0
13634,330,23.07.2020,E0051,Encoder data transmission failure [JT2Axis],0.0
13635,330,23.07.2020,E0051,Encoder data transmission failure [JT1Axis],0.0
13730,331,10.03.2022,E0051,Encoder data transmission failure [JT7Axis],0.0
13732,331,10.03.2022,E0051,Encoder data transmission failure [JT6Axis],0.0
13733,331,10.03.2022,E0051,Encoder data transmission failure [JT4Axis],0.0
13734,331,10.03.2022,E0051,Encoder data transmission failure [JT3Axis],0.0
13735,331,10.03.2022,E0051,Encoder data transmission failure [JT2Axis],0.0
13736,331,10.03.2022,E0051,Encoder data transmission failure [JT1Axis],0.0
13767,333,23.07.2020,E0051,Encoder data transmission failure [JT6Axis],0.0
13768,333,23.07.2020,E0051,Encoder data transmission failure [JT5Axis],0.0
13769,333,23.07.2020,E0051,Encoder data transmission failure [JT4Axis],0.0
13770,333,23.07.2020,E0051,Encoder data transmission failure [JT3Axis],0.0
13771,333,23.07.2020,E0051,Encoder data transmission failure [JT2Axis],0.0
13772,333,23.07.2020,E0051,Encoder data transmission failure [JT1Axis],0.0
14297,359,31.01.2021,E0051,Encoder data transmission failure [JT5Axis],0.0
14300,359,1.02.2021,E0051,Encoder data transmission failure [JT5Axis],0.0
1885,33,12.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
1943,34,7.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
1962,34,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2009,34,2.08.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2011,35,16.01.2021,E0027,Encoder data change after stop [JT1Axis],0.0
2012,35,30.01.2021,E0027,Encoder data change after stop [JT1Axis],0.0
2016,35,11.07.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2017,35,11.07.2021,E0027,???????? [JT7?],0.0
2018,35,26.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2019,35,26.08.2021,E0027,???????? [JT7?],0.0
2153,39,5.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2158,39,12.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2171,39,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2172,39,5.01.2022,E0027,Encoder data change after stop [JT7Axis],0.0
2201,40,22.11.2021,E0027,Encoder data change after stop [JT5Axis],0.0
2202,40,22.11.2021,E0027,Encoder data change after stop [JT4Axis],0.0
2203,40,22.11.2021,E0027,Encoder data change after stop [JT2Axis],0.0
2204,40,22.11.2021,E0027,Encoder data change after stop [JT1Axis],0.0
2205,40,6.12.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2230,41,2.08.2021,E0027,Encoder data change after stop [JT7Axis],0.0
2231,41,2.08.2021,E0027,???????? [JT7?],0.0
